,Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,TotalMinutes,TotalDistance
0,1503960366,2016-04-12,728,328,13,25,0.0,6.05999994277954,0.550000011920929,1.87999999523163,1094,8.489999949932098
1,1503960366,2016-04-13,776,217,19,21,0.0,4.71000003814697,0.689999997615814,1.57000005245209,1033,6.970000088214874
2,1503960366,2016-04-14,1218,181,11,30,0.0,3.91000008583069,0.400000005960464,2.44000005722046,1440,6.750000149011614
3,1503960366,2016-04-15,726,209,34,29,0.0,2.82999992370605,1.25999999046326,2.14000010490417,998,6.230000019073479
4,1503960366,2016-04-16,773,221,10,36,0.0,5.03999996185303,0.409999996423721,2.71000003814697,1040,8.159999996423721
5,1503960366,2016-04-17,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046,761,6.480000019073491
6,1503960366,2016-04-18,1149,233,16,42,0.0,4.71000003814697,0.639999985694885,3.25,1440,8.600000023841854
7,1503960366,2016-04-19,775,264,31,50,0.0,5.03000020980835,1.32000005245209,3.52999997138977,1120,9.88000023365021
8,1503960366,2016-04-20,818,205,12,28,0.0,4.23999977111816,0.479999989271164,1.96000003814697,1063,6.6799997985362936
9,1503960366,2016-04-21,838,211,8,19,0.0,4.65000009536743,0.349999994039536,1.3400000333786,1076,6.340000122785566
10,1503960366,2016-04-22,1217,130,27,66,0.0,2.24000000953674,1.12000000476837,4.76000022888184,1440,8.12000024318695
11,1503960366,2016-04-23,732,262,21,41,0.0,5.3600001335144,0.870000004768372,2.80999994277954,1056,9.040000081062312
12,1503960366,2016-04-24,709,238,5,39,0.0,3.27999997138977,0.209999993443489,2.92000007629395,991,6.410000041127209
13,1503960366,2016-04-25,814,216,14,73,0.0,3.94000005722046,0.569999992847443,5.28999996185303,1117,9.800000011920933
14,1503960366,2016-04-26,833,279,23,31,0.0,5.53999996185303,0.920000016689301,2.32999992370605,1166,8.78999990224838
15,1503960366,2016-04-27,1108,243,11,78,0.0,5.40999984741211,0.409999996423721,6.40000009536743,1440,12.219999939203262
16,1503960366,2016-04-28,782,189,28,48,0.0,3.78999996185303,1.1599999666214,3.53999996185303,1047,8.48999989032746
17,1503960366,2016-04-29,815,243,12,16,0.0,5.57999992370605,0.5,1.05999994277954,1086,7.13999986648559
18,1503960366,2016-04-30,712,217,34,52,0.0,4.26999998092651,1.41999995708466,3.55999994277954,1015,9.24999988079071
19,1503960366,2016-05-01,730,246,35,33,0.0,2.92000007629395,1.60000002384186,2.28999996185303,1044,6.8100000619888394
20,1503960366,2016-05-02,798,277,15,41,0.0,5.92000007629395,0.569999992847443,3.21000003814697,1131,9.700000107288362
21,1503960366,2016-05-03,816,254,24,50,0.0,4.88000011444092,1.04999995231628,3.73000001907349,1144,9.660000085830688
22,1503960366,2016-05-04,1179,203,22,36,0.0,3.8199999332428,0.870000004768372,2.46000003814697,1440,7.149999976158142
23,1503960366,2016-05-05,857,250,24,45,0.0,4.88000011444092,1.08000004291534,2.92000007629395,1176,8.880000233650211
24,1503960366,2016-05-06,754,289,6,24,0.0,5.80999994277954,0.25,1.97000002861023,1073,8.02999997138977
25,1503960366,2016-05-07,833,175,46,37,0.0,3.13000011444092,2.11999988555908,2.46000003814697,1091,7.710000038146969
26,1503960366,2016-05-08,574,203,8,44,0.0,2.73000001907349,0.319999992847443,3.52999997138977,829,6.579999983310703
27,1503960366,2016-05-09,835,206,11,46,0.0,3.74000000953674,0.529999971389771,3.45000004768372,1098,7.720000028610231
28,1503960366,2016-05-10,746,214,31,46,0.0,3.25999999046326,1.1599999666214,3.34999990463257,1037,7.7699998617172295
29,1503960366,2016-05-11,669,251,23,36,0.0,4.55000019073486,1.00999999046326,2.55999994277954,979,8.12000012397766
30,1503960366,2016-05-12,1440,0,0,0,0.0,0.0,0.0,0.0,1440,0.0
31,1624580081,2016-04-12,1294,146,0,0,0.0,5.30999994277954,0.0,0.0,1440,5.30999994277954
32,1624580081,2016-04-13,1292,148,0,0,0.0,4.55000019073486,0.0,0.0,1440,4.55000019073486
33,1624580081,2016-04-14,1204,236,0,0,0.0099999997764825,5.90999984741211,0.0,0.0,1440,5.919999847188593
34,1624580081,2016-04-15,1344,96,0,0,0.0,0.970000028610229,0.0,0.0,1440,0.970000028610229
35,1624580081,2016-04-16,1264,176,0,0,0.0,3.49000000953674,0.0,0.0,1440,3.49000000953674
36,1624580081,2016-04-17,1276,127,22,15,0.0099999997764825,1.49000000953674,1.51999998092651,1.02999997138977,1440,4.049999961629503
37,1624580081,2016-04-18,1214,202,7,17,0.0099999997764825,4.61999988555908,0.620000004768372,2.15000009536743,1440,7.399999985471364
38,1624580081,2016-04-19,1299,141,0,0,0.0,1.89999997615814,0.0,0.0,1440,1.89999997615814
39,1624580081,2016-04-20,1289,151,0,0,0.0,3.23000001907349,0.0,0.0,1440,3.23000001907349
40,1624580081,2016-04-21,1254,186,0,0,0.0199999995529652,4.1100001335144,0.0,0.0,1440,4.130000133067365
41,1624580081,2016-04-22,1241,199,0,0,0.0,2.59999990463257,0.0,0.0,1440,2.59999990463257
42,1624580081,2016-04-23,1213,227,0,0,0.0099999997764825,5.53999996185303,0.0,0.0,1440,5.549999961629513
43,1624580081,2016-04-24,1221,185,18,16,0.0,1.88999998569489,0.910000026226044,1.14999997615814,1440,3.9499999880790737
44,1624580081,2016-04-25,1238,202,0,0,0.0199999995529652,4.19999980926514,0.0,0.0,1440,4.219999808818105
45,1624580081,2016-04-26,1300,140,0,0,0.0099999997764825,1.83000004291534,0.0,0.0,1440,1.8400000426918226
46,1624580081,2016-04-27,1233,154,36,17,0.0,2.46000003814697,1.87000000476837,1.11000001430511,1440,5.44000005722045
47,1624580081,2016-04-28,1320,115,5,0,0.0,1.60000002384186,0.200000002980232,0.0,1440,1.800000026822092
48,1624580081,2016-04-29,1290,150,0,0,0.0,1.54999995231628,0.0,0.0,1440,1.54999995231628
49,1624580081,2016-04-30,1182,224,23,11,0.0099999997764825,2.11999988555908,1.27999997138977,0.899999976158142,1440,4.3099998328834745
50,1624580081,2016-05-01,1020,171,63,186,0.0199999995529652,1.9099999666214,4.19000005722046,21.9200000762939,1440,28.040000099688722
51,1624580081,2016-05-02,1261,166,6,7,0.0,3.47000002861023,0.589999973773956,0.860000014305115,1440,4.9200000166893005
52,1624580081,2016-05-03,1344,96,0,0,0.0199999995529652,1.3400000333786,0.0,0.0,1440,1.3600000329315651
53,1624580081,2016-05-04,1322,118,0,0,0.0,1.41999995708466,0.0,0.0,1440,1.41999995708466
54,1624580081,2016-05-05,1323,117,0,0,0.0199999995529652,1.58000004291534,0.0,0.0,1440,1.6000000424683052
55,1624580081,2016-05-06,1338,102,0,0,0.0099999997764825,1.12000000476837,0.0,0.0,1440,1.1300000045448526
56,1624580081,2016-05-07,1258,182,0,0,0.0,1.37000000476837,0.0,0.0,1440,1.37000000476837
57,1624580081,2016-05-08,1288,152,0,0,0.0,2.22000002861023,0.0,0.0,1440,2.22000002861023
58,1624580081,2016-05-09,1349,91,0,0,0.0,1.12999999523163,0.0,0.0,1440,1.12999999523163
59,1624580081,2016-05-10,1301,139,0,0,0.0099999997764825,1.91999995708466,0.0,0.0,1440,1.9299999568611426
60,1624580081,2016-05-11,1328,112,0,0,0.0,2.03999996185303,0.0,0.0,1440,2.03999996185303
61,1624580081,2016-05-12,890,107,0,0,0.0099999997764825,1.91999995708466,0.0,0.0,997,1.9299999568611426
62,1644430081,2016-04-12,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046,1440,7.769999876618376
63,1644430081,2016-04-13,1259,135,16,30,0.0,2.64000010490417,0.899999976158142,2.27999997138977,1440,5.820000052452082
64,1644430081,2016-04-14,1125,252,58,5,0.0,5.09999990463257,2.55999994277954,0.360000014305115,1440,8.019999861717226
65,1644430081,2016-04-15,1263,170,4,3,0.0,3.45000004768372,0.150000005960464,0.219999998807907,1440,3.820000052452091
66,1644430081,2016-04-16,1135,212,42,51,0.0,5.09000015258789,1.87999999523163,4.09999990463257,1440,11.070000052452091
67,1644430081,2016-04-17,1212,186,13,29,0.0,3.54999995231628,0.569999992847443,2.25,1440,6.369999945163723
68,1644430081,2016-04-18,1271,121,33,15,0.0,2.45000004768372,1.66999995708466,1.07000005245209,1440,5.19000005722047
69,1644430081,2016-04-19,1099,278,58,5,0.0,5.30000019073486,2.52999997138977,0.360000014305115,1440,8.190000176429745
70,1644430081,2016-04-20,1315,125,0,0,0.0099999997764825,1.75999999046326,0.0,0.0,1440,1.7699999902397425
71,1644430081,2016-04-21,1402,38,0,0,0.0099999997764825,0.879999995231628,0.0,0.0,1440,0.8899999950081104
72,1644430081,2016-04-22,1354,86,0,0,0.0099999997764825,2.66000008583069,0.0,0.0,1440,2.6700000856071724
73,1644430081,2016-04-23,1265,160,15,0,0.0,4.25,0.579999983310699,0.0,1440,4.8299999833106995
74,1644430081,2016-04-24,1351,89,0,0,0.0,2.41000008583069,0.0,0.0,1440,2.41000008583069
75,1644430081,2016-04-25,1337,94,1,8,0.0,1.95000004768372,0.0599999986588955,0.589999973773956,1440,2.6000000201165716
76,1644430081,2016-04-26,1165,223,41,11,0.0,4.69000005722046,1.72000002861023,0.800000011920929,1440,7.210000097751619
77,1644430081,2016-04-27,1322,118,0,0,0.0,2.20000004768372,0.0,0.0,1440,2.20000004768372
78,1644430081,2016-04-28,1157,227,53,3,0.0,4.30999994277954,2.3199999332428,0.200000002980232,1440,6.829999879002572
79,1644430081,2016-04-29,1193,120,0,0,0.0,2.30999994277954,0.0,0.0,1313,2.30999994277954
80,1644430081,2016-04-30,816,402,71,9,0.0,9.46000003814697,3.14000010490417,0.629999995231628,1298,13.230000138282769
81,1644430081,2016-05-01,908,146,24,3,0.0,3.23000001907349,0.990000009536743,0.239999994635582,1081,4.460000023245815
82,1644430081,2016-05-02,682,148,7,1,0.0,2.34999990463257,0.310000002384186,0.0700000002980232,838,2.729999907314779
83,1644430081,2016-05-03,1115,221,94,10,0.0,4.53999996185303,4.09000015258789,0.720000028610229,1440,9.350000143051147
84,1644430081,2016-05-04,1388,52,0,0,0.0199999995529652,1.6599999666214,0.0,0.0,1440,1.6799999661743652
85,1644430081,2016-05-05,1341,81,12,6,0.0099999997764825,2.13000011444092,0.540000021457672,0.519999980926514,1440,3.200000116601589
86,1644430081,2016-05-06,1054,369,6,11,0.0199999995529652,6.01000022888184,0.270000010728836,0.819999992847443,1440,7.120000232011084
